"name","essround","edition","proddate","idno","cntry","trstprl","trstplt","trstprt","trstep","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","dweight","pspwght","pweight"
"ESS3e03_7",3,"3.7","01.12.2018",31959,"FR",5,7,0,2,7,5,5,6,7,7,8,6,0.4863,0.25938213,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31960,"FR",7,5,5,6,4,6,5,4,5,8,7,7,1.1327,0.6041582,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31961,"FR",0,3,1,5,5,10,3,2,5,10,5,10,2.2102,2.4971251,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31962,"FR",8,3,4,3,88,3,3,8,8,8,8,7,0.9823,1.0922687,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31963,"FR",7,5,5,7,5,8,6,6,7,8,8,8,0.5669,0.512369,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31964,"FR",6,6,5,6,7,7,6,7,7,7,7,8,0.9427,0.8613412,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31965,"FR",8,6,5,3,6,7,5,5,6,6,9,8,1.2427,1.0147507,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31966,"FR",3,5,4,5,0,9,6,5,10,10,10,7,0.4908,0.37533832,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31967,"FR",7,3,3,5,2,10,0,0,0,2,7,8,0.9758,1.085041,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31968,"FR",4,3,3,3,8,5,5,5,3,5,4,7,0.94,0.9755559,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31969,"FR",0,0,0,5,3,2,0,0,5,0,5,5,1.4397,0.9616311,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31970,"FR",4,8,2,6,10,5,8,7,8,0,5,4,0.5413,0.39453682,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31971,"FR",6,7,6,6,2,9,5,4,7,5,7,8,0.5283,0.6329887,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31972,"FR",4,2,2,3,4,5,1,3,4,5,6,8,0.5822,0.50254565,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31973,"FR",3,2,0,2,7,9,7,7,3,2,4,9,2.0333,0.96169823,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31974,"FR",5,4,5,5,4,9,7,6,6,5,7,9,1.1688,0.71385866,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31975,"FR",7,1,1,5,8,8,4,2,3,3,4,6,1.0698,1.5100056,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31976,"FR",5,5,5,88,77,5,5,88,88,7,7,5,1.8966,2.3126113,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31977,"FR",2,2,2,5,2,3,2,2,1,8,5,7,1.1662,1.7551875,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31978,"FR",2,7,3,3,5,6,3,2,2,5,3,7,0.5822,0.82779783,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31979,"FR",3,3,3,2,77,0,2,6,5,5,3,7,0.9427,0.7273131,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31980,"FR",5,1,8,6,10,5,1,5,7,77,5,7,0.8462,1.0418054,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31981,"FR",2,1,5,5,5,5,2,88,2,2,8,5,1.0715,0.99694043,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31982,"FR",4,3,3,5,7,7,5,5,5,3,8,8,0.478,0.1860955,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31983,"FR",6,5,6,7,4,7,3,3,7,3,8,7,1.389,1.0618707,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31984,"FR",2,2,6,4,1,0,0,5,3,5,10,0,0.5013,0.38375145,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31985,"FR",5,2,2,5,8,4,5,4,4,6,7,7,0.9165,0.5855391,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",31986,"FR",5,4,5,7,4,8,3,2,5,7,8,7,0.5556,0.36002064,2.5084279
"ESS3e03_7",3,"3.7","01.12.2018",101,"IE",7,5,4,3,7,8,7,4,7,7,5,7,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",102,"IE",5,5,5,8,3,8,8,8,7,8,88,8,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",103,"IE",3,3,4,5,3,5,6,4,3,8,2,5,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",104,"IE",7,7,6,6,5,7,5,6,5,8,4,8,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",105,"IE",3,2,2,7,5,9,9,7,4,4,9,9,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",106,"IE",4,0,0,88,88,10,8,6,8,10,8,9,2.3041,2.6494334,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",107,"IE",6,6,7,5,88,9,8,8,8,7,6,8,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",110,"IE",4,5,3,5,3,10,5,6,5,9,7,10,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",111,"IE",5,6,0,4,2,10,8,5,5,8,8,9,0.4608,0.52986366,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",112,"IE",9,9,9,8,5,8,8,8,9,9,9,8,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",115,"IE",88,2,4,6,88,10,7,8,9,9,9,10,1.3825,1.2820293,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",116,"IE",7,8,6,6,5,9,6,4,5,4,3,9,1.8433,1.7093414,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",117,"IE",5,2,1,0,3,7,4,4,8,9,2,7,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",202,"IE",5,4,3,88,8,9,9,9,8,7,4,10,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",204,"IE",7,8,6,6,5,10,9,9,10,10,7,9,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",205,"IE",1,1,3,1,5,8,6,2,8,5,0,9,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",206,"IE",5,5,5,88,5,9,5,5,5,8,2,9,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",207,"IE",7,5,5,5,5,9,7,7,5,8,4,8,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",209,"IE",5,4,2,1,5,7,5,3,2,3,3,8,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",211,"IE",4,3,5,7,88,7,6,4,6,5,7,7,2.3041,2.6494334,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",213,"IE",8,6,5,5,88,8,8,6,6,10,7,6,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",214,"IE",10,0,5,5,5,10,8,5,88,10,2,8,1.3825,1.3066465,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",215,"IE",3,4,3,4,5,4,3,3,4,2,0,5,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",217,"IE",7,10,10,10,5,5,10,5,5,10,10,8,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",302,"IE",7,6,3,8,88,7,8,8,9,7,6,8,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",303,"IE",6,5,6,6,88,7,4,5,4,6,3,8,1.3825,1.2820293,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",304,"IE",8,8,8,88,7,9,8,8,4,88,3,9,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",307,"IE",7,7,7,7,88,10,8,7,7,5,6,8,1.8433,1.2887715,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",308,"IE",8,10,7,6,0,7,3,5,3,3,7,8,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",309,"IE",0,0,0,0,88,10,0,0,0,10,0,10,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",313,"IE",0,1,1,8,88,9,88,1,2,88,1,10,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",314,"IE",0,0,0,88,88,10,88,88,88,88,10,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",315,"IE",0,0,0,88,88,5,88,0,88,88,8,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",316,"IE",8,4,5,7,5,8,9,8,6,9,3,9,1.3825,1.589706,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",317,"IE",10,10,10,10,5,10,10,10,10,10,10,5,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",401,"IE",5,3,3,5,5,7,3,3,5,8,3,8,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",402,"IE",2,2,3,2,6,7,6,4,7,7,2,8,2.3041,1.6109469,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",404,"IE",7,4,4,5,6,8,8,8,6,8,9,6,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",407,"IE",4,3,4,6,7,7,5,6,7,7,3,7,1.3825,1.2628226,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",408,"IE",3,3,3,5,88,9,7,3,7,9,2,9,2.765,3.179412,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",409,"IE",5,2,2,3,5,8,7,88,5,6,6,8,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",502,"IE",0,0,4,0,0,5,5,0,0,4,5,10,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",503,"IE",1,4,4,1,5,9,9,9,8,8,2,10,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",505,"IE",1,5,5,1,6,10,9,2,3,8,7,10,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",506,"IE",6,1,6,6,9,6,5,5,6,10,5,10,1.3825,1.3066465,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",508,"IE",4,4,4,5,4,6,5,4,3,5,4,10,1.3825,1.2628226,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",509,"IE",3,99,1,1,88,10,10,2,2,10,0,6,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",510,"IE",5,5,5,5,88,8,5,7,6,6,6,7,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",511,"IE",5,5,0,0,88,10,4,4,88,6,5,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",512,"IE",0,0,0,0,5,3,3,1,7,7,1,6,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",513,"IE",3,1,3,3,88,10,5,5,5,88,1,10,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",514,"IE",4,6,4,0,5,8,5,3,3,5,2,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",515,"IE",1,1,1,1,5,9,4,2,2,0,0,8,1.3825,1.293153,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",516,"IE",10,1,1,1,5,10,8,7,5,6,0,10,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",517,"IE",6,9,9,9,5,10,9,9,9,4,5,10,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",602,"IE",4,8,8,7,3,10,8,6,7,8,7,8,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",603,"IE",88,3,3,3,5,6,5,3,3,5,5,6,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",605,"IE",3,4,3,7,3,5,2,3,4,9,5,6,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",607,"IE",8,1,1,88,88,88,8,7,6,6,6,8,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",608,"IE",0,1,1,1,5,10,5,0,4,10,6,10,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",609,"IE",0,0,0,88,3,6,88,3,88,4,2,5,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",611,"IE",5,4,5,3,5,8,5,7,7,10,7,8,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",614,"IE",4,3,3,88,5,8,4,4,4,7,5,9,1.3825,1.2820293,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",702,"IE",4,4,2,4,5,6,4,4,7,8,5,7,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",705,"IE",0,0,1,0,5,4,4,3,4,88,2,88,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",706,"IE",6,5,5,8,4,3,3,2,99,4,2,3,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",707,"IE",4,3,3,4,5,7,6,5,7,7,5,7,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",708,"IE",88,0,4,88,88,10,5,6,3,6,6,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",709,"IE",5,7,7,5,88,7,4,4,4,4,3,9,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",710,"IE",0,0,0,0,5,8,0,0,0,99,3,8,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",711,"IE",4,6,8,9,88,10,2,1,2,10,0,10,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",713,"IE",0,2,1,0,88,7,88,4,7,5,9,6,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",801,"IE",5,5,5,8,5,8,8,8,9,8,6,8,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",802,"IE",7,6,6,6,6,9,7,8,5,9,4,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",803,"IE",5,3,4,5,5,5,2,4,3,7,2,8,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",806,"IE",1,0,5,0,5,10,8,8,8,8,5,10,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",807,"IE",2,3,3,2,0,9,3,2,5,5,2,9,0.4608,0.32217538,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",809,"IE",4,4,5,6,5,6,9,4,4,8,5,7,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",811,"IE",7,4,4,5,5,10,5,7,8,9,3,9,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",813,"IE",4,3,3,5,4,7,4,4,3,8,4,7,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",814,"IE",5,7,7,6,5,0,5,8,7,9,5,10,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",815,"IE",5,0,0,5,5,7,5,5,6,7,5,7,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",816,"IE",5,6,8,9,7,8,7,6,8,8,6,9,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",902,"IE",6,6,5,6,5,9,8,7,5,9,8,9,1.3825,1.3066465,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",903,"IE",6,7,6,7,6,9,8,5,5,9,7,9,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",904,"IE",4,3,5,6,6,8,8,8,8,8,8,8,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",905,"IE",4,2,2,5,5,9,8,5,5,7,4,8,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",906,"IE",5,4,4,4,4,5,7,5,7,7,3,6,1.8433,1.7093414,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",907,"IE",4,3,3,6,5,88,7,7,7,8,2,8,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",908,"IE",3,2,2,5,5,8,5,3,4,4,5,6,0.4608,0.32217538,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",909,"IE",7,3,4,2,6,8,8,7,9,6,6,8,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",911,"IE",7,6,7,8,5,9,9,7,9,9,6,9,0.4608,0.41496095,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",914,"IE",10,9,8,9,7,10,9,10,99,9,9,10,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1001,"IE",6,2,5,9,5,9,3,5,4,6,2,8,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1002,"IE",5,5,5,8,3,8,8,6,8,8,6,8,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1003,"IE",3,4,4,4,2,8,7,7,5,6,6,8,0.4608,0.32217538,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1005,"IE",5,3,3,4,5,6,5,5,5,6,5,7,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1006,"IE",2,0,0,0,5,7,3,1,6,7,0,8,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1008,"IE",4,0,0,0,7,6,8,8,5,7,7,9,1.8433,1.7421638,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1009,"IE",7,6,6,6,5,8,7,9,6,7,7,8,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1010,"IE",5,3,3,7,7,7,6,5,3,7,5,7,1.3825,1.589706,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1011,"IE",5,5,5,9,88,9,9,9,9,8,3,9,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1014,"IE",4,7,7,88,5,7,7,8,8,8,8,9,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1016,"IE",4,3,4,5,5,8,7,5,7,8,3,10,1.3825,1.589706,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1017,"IE",5,5,5,7,5,8,7,7,7,6,5,8,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1101,"IE",7,2,4,7,0,8,6,4,7,3,2,8,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1103,"IE",10,8,5,10,9,10,10,10,6,9,5,10,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1106,"IE",10,3,6,5,6,7,7,7,9,4,4,7,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1107,"IE",2,1,1,5,5,9,10,8,5,4,0,4,1.8433,2.1195698,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1108,"IE",2,3,88,88,88,7,7,88,88,7,7,7,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1109,"IE",4,6,6,7,5,10,7,7,7,6,4,9,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1110,"IE",6,5,4,7,3,8,9,8,6,7,5,9,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1111,"IE",7,5,6,6,5,9,8,8,9,8,6,9,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1114,"IE",6,6,5,9,5,9,7,4,8,6,5,9,0.4608,0.32217538,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1115,"IE",4,2,2,0,3,8,8,8,8,5,3,5,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1201,"IE",2,6,7,7,88,10,6,5,4,2,4,10,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1202,"IE",7,8,8,88,7,8,8,7,8,7,6,8,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1206,"IE",3,2,0,0,0,9,2,0,0,0,0,10,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1213,"IE",8,6,5,88,5,9,7,88,88,9,8,10,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1217,"IE",5,3,3,88,7,7,7,3,4,6,3,7,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1303,"IE",4,3,4,5,5,10,6,5,5,3,3,10,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1304,"IE",0,5,5,10,8,10,8,6,99,7,5,10,1.8433,1.7093414,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1306,"IE",5,5,5,5,6,10,8,5,5,6,3,7,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1308,"IE",4,2,2,5,9,10,10,5,5,9,0,10,0.9217,0.87162036,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1309,"IE",5,1,1,0,6,1,1,2,1,2,0,1,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1310,"IE",5,4,4,4,5,9,8,6,5,7,3,6,1.8433,1.2887715,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1311,"IE",4,2,3,4,5,7,4,4,4,5,2,7,2.3041,2.1366537,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1312,"IE",10,5,5,8,5,5,2,2,2,7,0,10,0.4608,0.41496095,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1313,"IE",6,2,2,6,5,10,8,5,8,5,0,10,0.4608,0.41496095,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1314,"IE",5,7,7,9,10,9,3,5,10,9,3,10,2.3041,2.1366537,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1315,"IE",3,1,1,6,7,8,2,2,2,7,0,7,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1317,"IE",4,0,0,0,5,9,4,4,4,2,0,8,0.4608,0.32217538,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1402,"IE",5,9,6,6,10,8,6,6,6,8,8,10,2.765,1.9331923,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1404,"IE",0,0,0,10,5,8,4,4,2,10,0,8,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1406,"IE",10,10,10,5,6,10,9,7,5,10,10,10,1.8433,1.353767,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1407,"IE",7,7,7,7,5,10,10,10,10,8,2,10,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1411,"IE",5,8,6,6,5,10,6,6,4,8,3,10,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1413,"IE",5,6,6,88,5,10,7,4,7,6,3,8,0.9217,0.67692024,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1415,"IE",8,8,7,8,5,10,9,8,8,9,6,10,1.3825,1.0153437,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1417,"IE",2,2,2,8,5,9,7,4,4,6,3,7,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1502,"IE",4,3,3,4,5,8,5,3,5,3,2,8,0.4608,0.32217538,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1503,"IE",0,4,0,7,3,5,5,0,2,7,0,8,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1504,"IE",7,7,7,8,88,10,10,10,10,10,10,10,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1505,"IE",5,5,5,5,3,10,4,6,6,8,6,6,0.4608,0.4355173,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1506,"IE",6,3,5,7,8,7,8,7,7,7,5,7,0.9217,0.8419122,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1508,"IE",0,4,4,5,5,1,5,3,5,8,0,10,0.9217,0.87112916,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1509,"IE",6,2,2,4,5,9,6,6,5,8,3,9,0.9217,0.6444207,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1510,"IE",5,3,3,5,5,8,3,3,5,8,6,9,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1511,"IE",88,88,88,88,0,7,7,8,6,88,88,7,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1512,"IE",88,88,88,88,88,5,88,88,88,7,8,5,0.4608,0.43055025,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1513,"IE",5,2,2,3,5,5,7,8,4,5,1,5,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1514,"IE",5,4,4,4,5,8,4,5,5,9,5,8,1.3825,0.9665961,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1602,"IE",10,8,8,8,5,4,3,5,5,8,1,2,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1605,"IE",6,5,5,4,6,7,7,8,7,6,4,6,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1606,"IE",6,5,2,4,3,8,9,6,8,8,7,7,1.3825,1.589706,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1609,"IE",2,0,0,4,5,8,8,3,0,7,0,7,0.4608,0.3384234,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1610,"IE",5,4,3,4,7,7,5,3,5,6,2,7,0.4608,0.42091045,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1611,"IE",3,8,8,9,5,3,9,9,9,9,9,9,0.9217,1.0598423,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1612,"IE",3,3,2,2,6,6,4,7,7,5,3,7,2.765,2.5256453,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1614,"IE",3,3,3,6,5,9,5,3,3,7,5,9,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1615,"IE",2,1,1,1,3,10,2,2,3,6,2,10,0.9217,0.8547171,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1616,"IE",3,1,1,2,6,8,4,3,5,3,2,8,0.4608,0.42731217,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1617,"IE",5,0,7,9,5,8,8,4,7,9,4,8,1.3825,1.589706,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1702,"IE",3,3,6,8,4,10,5,3,4,8,5,10,1.3825,1.589706,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1703,"IE",3,1,3,5,5,9,2,2,3,3,3,9,1.8433,1.7421638,0.18595767
"ESS3e03_7",3,"3.7","01.12.2018",1706,"IE",6,3,3,7,3,5,5,6,8,6,7,6,0.4608,0.32217538,0.18595767
